Geohash,vec
9vg18,-0.08712033633184989 -0.01706291029690086 0.3606630431668797 0.07851780999834565 -0.04590022544315333 -0.012235787481326829 -0.022354218578564733 0.3171194913845979 -0.39709238480269354 -0.06330764883762519 0.4005499348674305 -0.004495907641039352 0.10066858020142995 -0.012268968601370025 0.359507782462988 -0.2945565870651678 -0.020922178703505302 -0.13989097388178945 -0.28047729565534385 0.2085172784046331 0.3873250579653543 0.049788207480398125 0.26837679551920807 0.16839926027641985 0.29146680662071434 0.025631069350302637 -0.035035562576842996 -0.1400613081236936 0.1342330770999262 -0.07242941271356998 -0.22623479944647934 0.24234794257501457 -0.03940566867549308 0.0348603978810663 -0.047916064496608145 0.0681484610113723 0.030615519191555963 0.1327038838714078 0.03906996935850002 0.35477632559707073 -0.3464379377492644 -0.368071261318126 0.006400321052223437 -0.12136850497723928 0.18822133653914924 -0.08878174622979138 0.1055503592910958 -0.474666557506439 0.10049351440416035 -0.21065097588591658 0.06916761784598602 -0.12227114190367223 -0.10697318942662981 0.8116345697579547 -0.05493075079602663 -1.6252099383084684 -0.01561663226574613 -0.13995036750303377 1.0955190819352976 0.3580974319816588 -0.2178343772859471 0.36596689673700056 -0.006340522072894697 0.18647057961622931 0.1835965133519198 0.10089297522760954 0.01906522624478687 -0.11284366387204425 0.28793108462935996 -0.036916983418702386 -0.20601331698125006 -0.07549975121680189 0.03254001509037911 -0.11051927993981989 0.3066649484753262 0.09508785269290818 0.13735585636855233 0.015517788969038196 -0.30483608988095245 -0.08238142148334024 0.4141515344897074 0.08113560356137625 -0.2926969411382817 0.12663326750669662 -0.7563000276831655 -0.06635880463198758 -0.0507961584438418 -0.2265366536648563 0.10051202536427531 0.06784665936382335 -0.1850434805408383 0.16003537384687014 -0.3355269549421164 0.13146257091414307 -0.45516150453747767 0.07572029641326884 0.06899870035830684 -0.0494942208448889 0.5745611201892082 0.027870867349636452
9vfcz,-0.0038640905261598498 -0.14427715801145016 0.37363742793978255 0.01095419685776942 0.06153394914903211 0.051993160267235786 -0.01508945845715816 0.4095945298068984 -0.46192859299289896 0.0354874263537284 0.463335013048789 0.09090416925496243 0.04409772348915274 -0.06475119477863683 0.3885815324360581 -0.2907926547111321 -0.026908760433103394 -0.035581387305225726 -0.23670623971074936 0.19074411360305932 0.48232576947081124 0.16796083701176487 0.2779766348208379 0.09876560364348844 0.3758886197544908 -0.031122852437182706 -0.013540327356496447 -0.16958084490421002 0.1942205990504163 -0.08759484322901379 -0.2405457858223991 0.31428846897329116 -0.03711298451022446 0.11888681211482233 -0.26906775327881366 0.15036828125595378 0.16377851973920468 0.08394405347411352 0.02410404076265797 0.44814530448110756 -0.2952488454004781 -0.4556524595433885 0.014592813785273896 -0.02201035349948684 0.15260419409057147 -0.04176759316700027 0.22182306782373543 -0.6022999555563966 0.06153789417026164 -0.22462704285867854 0.17573923768556007 -0.162351499979209 -0.050349807475277564 0.7643157854343628 -0.12151051864925794 -1.701724115378 -0.11744281519950325 -0.17596532738203918 1.257074092641341 0.3347777554753919 -0.31657753133632544 0.4286783381168087 -0.012275178466811832 0.14338590188481196 0.11220485641143774 0.11187794586672188 0.06045969114188184 -0.08648877362448353 0.2436626525024595 -0.07435050773885366 -0.3391652020709769 -0.20022108943059008 0.10722105781360337 -0.06447649151151351 0.36107256699497625 0.11332587645828374 0.15900922156042913 -0.03659757647010391 -0.29559171052111805 -0.1855170992391897 0.4983847321931808 0.13587598213513136 -0.35595617591077994 0.1891687073044602 -0.8004781663322144 -0.05909946722989599 0.06751626196675703 -0.2714881313074825 0.010120051839156723 0.0022722201020084114 -0.10942513231653321 0.2009084291441745 -0.37044140668070524 0.09687667415860073 -0.4649649786864882 0.12598178312159544 0.08259853367888995 0.00600772114366326 0.6759592477354776 -0.08417757463535344
9vg3f,-0.052729391942448474 -0.11773453400960396 0.36849521589879386 0.04180056869559593 0.033578948491015885 0.0716790000100289 -0.00661824894527983 0.4176618282116716 -0.45583358215191344 0.013790758559609324 0.4530044370356612 0.018090889185739988 0.08909646371712615 -0.06654776938386524 0.3419489750217446 -0.32183788189475543 -0.011314641852502862 -0.013065345295814813 -0.22746669458098745 0.2349024786169459 0.48427318589103296 0.14281336043628612 0.30829431346263336 0.1723984381054919 0.3399037569310828 -0.056470497766228256 -0.02614422778732254 -0.1806937123766727 0.0840561720699161 -0.06758279485730333 -0.26235261980407326 0.31038673432772657 -0.02326234115982824 0.08856926221537133 -0.20610622866308664 0.14097416015449066 0.11569382991901421 0.12321790632747227 0.041098932433320814 0.44365816168236916 -0.25306201463332845 -0.4887594434553103 0.02827474749608028 -0.08366514877910874 0.1422281013065672 -0.05154266863282368 0.15801705179809591 -0.5767095062791945 0.043571746725389965 -0.24908959661711808 0.07621916455910478 -0.14336244965707653 -0.09995268106783048 0.8504167693266765 -0.13273722438577815 -1.7459365729924294 -0.1147912752831855 -0.11468783725237185 1.2669148063518934 0.4007473756231256 -0.3265099789454902 0.3786502691867563 -0.019889347122714403 0.2256714024158852 0.11435889274208781 0.12231116588940046 0.05242736253542431 -0.046914772690733256 0.27342107196306087 0.001097821464201945 -0.27515627636695483 -0.19072607636803102 0.07537422735811615 -0.06897100319955315 0.3246890894694119 0.07310236061481623 0.14836619582477478 0.02331489648872109 -0.36089463043317455 -0.1667733745111087 0.48321729754630594 0.13012354274536533 -0.3292865459037342 0.12288279793307871 -0.8679099512098053 -0.042479476992979395 0.049035481842623366 -0.27509501913365375 -0.021391409364998684 0.031365626907202675 -0.09881181062790977 0.21842683868670204 -0.38565033833664236 0.08243688526505423 -0.5425188819947062 0.13951837881193627 0.05859538658826216 -0.006482850427710341 0.7060220021420777 -0.10147793535676822
9vg39,-0.12257616 -0.025205867222222223 0.3223857407222222 -0.012745328166666675 0.031961592222222224 0.010081630555555563 -0.053061333333333335 0.35496536444444443 -0.37094019555555563 0.08987507899999998 0.3788454782777778 0.025962862777777772 0.14061819277777776 0.07366109666666668 0.38252666583333345 -0.29589032233333334 -0.03289422133333333 -0.06432810166666666 -0.2163115828888889 0.07721421419999999 0.3454358045333333 0.05253227722222222 0.3119458583333333 0.16285149833333334 0.3809454944444444 -0.061495062222222216 -0.03701297166666666 -0.22004257222222226 0.12582933166666666 -0.1283631361111111 -0.29452468611111116 0.3005099316666667 0.08404615944444446 -0.025871630555555546 -0.07111635944444446 0.1159284 0.009372545999999982 0.12843283611111111 -0.003678856666666655 0.3929744650000001 -0.2665419651666667 -0.48551413916666675 0.02333117944444445 -0.15822393166666665 0.14833481166666665 -0.06804865888888889 0.1732026772222222 -0.49537788444444447 0.12560586360555553 -0.2427636136111111 0.03292666111111114 -0.08510423055555556 -0.17693131222222222 0.8502358488888889 -0.10060200333333331 -1.8149510472222221 -0.11203907949444443 -0.07760164444444445 1.2404861422222222 0.31094706988888887 -0.26493911816666665 0.35258527222222213 -0.08283909444444446 0.29789611461111115 0.10703502222222223 0.009262073888888892 0.051320727222222216 -0.0048137016666666725 0.2721349354444444 -0.055601242166666676 -0.2775581644444444 -0.11062301 0.09261977999999997 -0.22762048166666665 0.33338049055555563 0.030769224611111107 0.22563981055555554 0.05287642166666666 -0.2894591101666667 -0.11397091555555554 0.4517901138888888 0.06808599233333332 -0.4050281526666666 0.1496127688888889 -0.900346645722222 -0.12523853827777776 -0.02709801999999999 -0.30066601555555555 0.1289376888888889 0.11904671333333332 -0.21761805533333334 0.22726337944444444 -0.40005242777777783 0.1851238344444444 -0.5449141305555558 0.05906379111111112 -0.006063588888888888 -0.0783337561111111 0.677283495 -0.14375941194444444
9vg1r,-0.08227446657472277 -0.036575236701532135 0.40064627979007755 -0.01587991734245945 0.01593347010011576 0.036543395799759605 0.0017738063794537524 0.46413614385378876 -0.3314997829292823 0.032061502775023246 0.43373972650345927 0.13048615766627727 0.09802628036470959 0.003572858224206514 0.4268316791369388 -0.2385253838858076 0.0176324901302961 -0.07821027378236599 -0.22908239270310995 0.13376646895159658 0.45957170953536053 0.06009721109984194 0.3160412039099017 0.13202494158424946 0.2599305697005364 -0.07901690409822569 0.05074865071558038 -0.10843505545487261 0.17335748703665593 -0.16932177565781564 -0.28286907235951314 0.3628593372199552 0.071357404885836 0.005395599486861209 -0.12297494474890962 0.11673957721021692 0.0007420009600315622 0.021454800387860302 0.03779215506594017 0.44416261638657833 -0.2418999766390022 -0.4898609584485669 0.00872300284104377 -0.09501696388463406 0.10750296240754739 -0.03719612919456313 0.17048040011522833 -0.44108637077401014 0.01276909211673537 -0.12921291317558173 0.033399422126790715 -0.041875868058560625 -0.11737636586788143 0.7387906985701604 -0.10542465698049246 -1.6563179727911463 -0.08621552515811394 -0.05974662029855678 1.0961586013760378 0.2730061598626505 -0.3243191530856818 0.24145914010292854 0.025135374145733184 0.23322786252187835 0.07252351014156884 0.09491044750823141 0.04900396775387567 -0.02637661905252045 0.20762527796547775 -0.04710975945940997 -0.2884994000386402 -0.1302419360726469 0.10953363261817435 -0.18731579594663944 0.3212429999717613 0.002202649511828903 0.2226020304857304 0.09527310173494137 -0.28627605882556423 -0.23587659697336508 0.424593181307662 0.11599252292659386 -0.2727542417414611 0.13811678084081477 -0.7424736738164321 -0.06775173256520671 -0.04973324416164746 -0.24452467237867107 0.07809637454039071 0.10129201749970751 -0.1793501579341758 0.26732571611522155 -0.39061140012100054 0.1461386911793538 -0.49414232232627747 0.09306007497554848 0.08332952895554738 0.016097157793915212 0.6038478530349722 -0.050491194207773926
9vg65,-0.11078137712122187 -0.0835460904678898 0.3121652472102733 0.036314890863543746 0.012466859404788687 0.005984724616361956 -0.04433198463171819 0.3824539124209428 -0.3662852425478092 -0.03578058735574246 0.37482613180386865 0.109368493623214 0.09814396938694224 0.04623072618177388 0.33109110824604254 -0.2364556273529711 -0.007800792978305798 -0.08695363871162949 -0.24146135922070133 0.15998532289022502 0.44341551634039683 0.05178816859456333 0.34004872844243345 0.1574229546272867 0.3109002816891319 -0.006033684546569425 0.056100479155286716 -0.1225759522728429 0.09470298769995233 -0.020604382213211973 -0.319557896785567 0.3090686753274747 0.03769823089139784 0.08122356204312862 -0.16294411749626472 0.145300807042312 0.07552166447401891 0.15792433384141447 0.045328163829713185 0.3144791963967745 -0.280829033337149 -0.3190586358330388 -0.003517641615657738 -0.0974547144916913 0.0811804061181265 0.04760308763314536 0.11543743381724879 -0.5071684981109289 0.020707364192656463 -0.21216507286311395 0.10713907436258918 -0.1256555800331491 -0.08495812241039298 0.7239775056143295 -0.1407173581463006 -1.5450606503103381 -0.1394207189740544 -0.07735772819702837 1.0805141882959266 0.2867424904468704 -0.2513340742455431 0.36679831762512577 -0.019247417317666517 0.18730663509749268 0.15918977252519653 0.04833396508518892 0.040295828142739326 -0.05275997093796189 0.26039077103925684 -0.01262386285803318 -0.28232426794938736 -0.1724732540408848 0.051191068982251314 -0.17278336296423483 0.29609977777128454 0.08598236865350474 0.14353036925145396 0.045353532522411776 -0.3122354784378147 -0.16535574962928154 0.4353203875969304 0.10463057214048742 -0.27536837820077703 0.15029153618093047 -0.6948698205769767 -0.023469739823717944 0.05848339976182445 -0.20820614934645643 -0.05417656443592956 -0.003052354287829613 -0.10725191307907188 0.19505293964779738 -0.3418605058646884 0.16965820680273067 -0.3873565428339814 0.07315595559846466 0.026372773769359304 -0.06206529673241599 0.5577279137306408 -0.060462940745962146
9vfgr,-0.001024600352968911 -0.08610346556030234 0.38083669819935173 0.06494129654761845 0.015241301334608348 0.06687343052766802 -0.02377266040003218 0.31488579248136056 -0.4293611893545366 0.021952359680378553 0.4556611820491997 -0.0233227907803258 0.09279097713553912 -0.03382457094852908 0.417297852108938 -0.4124439857398168 -0.05015182094751013 -0.01916084729691084 -0.2101423177142301 0.1775205697499049 0.4307833103972829 0.0582386306792359 0.33381885899777164 0.04840481452272278 0.3915711253734855 -0.032057613232940464 -0.09805553301491124 -0.18940346812110095 0.12002573312131667 -0.15712280684785263 -0.19489356184683296 0.3060987487291881 -0.01667498811787637 0.11508104699922303 -0.26960079352325284 0.22772441703785473 0.26100639978569595 0.12298556035525804 -0.01948137005579316 0.4499869379014201 -0.3558821654907177 -0.497185657351253 0.07113280919336963 -0.04571283068185023 0.07096519042359088 -0.06259367371746305 0.1857524267460482 -0.6749623127885633 0.12664322988089707 -0.2785098535921791 0.09563606998299404 -0.14843473822812348 -0.10507590782798511 0.9107701359969994 -0.05177082357594601 -1.7013472186244882 -0.09672302451887606 -0.12135577787289469 1.3107249331341786 0.43655145188515954 -0.3157628381526938 0.40559701674985915 -0.06794731559721068 0.18988704725713013 0.13382231586200605 0.12240242928940098 0.1041790587208552 -0.05944242493679739 0.36332635474555053 -0.013867531593033363 -0.2808376043962506 -0.17014639215758298 0.10598424895128954 -0.0870989465276889 0.3100186204124993 0.08653408255745641 0.12291659213769292 0.014778692623551574 -0.3554319160994715 -0.11958839373033345 0.5199090158970678 0.13716305608516316 -0.28867345286042645 0.12760397426371947 -0.9551274323439707 -0.00019698388489230087 0.09321051151510412 -0.1905300477622703 -0.013749713413643526 -0.09733244247027227 -0.1326188460679037 0.23661547235966243 -0.41326043461394985 0.051412430361088654 -0.5755594555550579 0.011082211457548716 -0.010325323930696509 -0.051711731518216786 0.6489588195341945 -0.08816259359382066
9vg5d,-0.01271110275529927 -0.13471773398234874 0.3769320899479836 -0.01325154954025468 0.0489756380301969 0.059483935871655624 -0.0028576183691374495 0.39068000673279174 -0.4323955367249901 -0.023664153187265134 0.43160595038090194 0.027470706757443644 0.05890885180063703 -0.07107149169793796 0.3613367031133738 -0.3499808914031626 -0.04198212423160748 0.045555264984990136 -0.25412728529406253 0.1531035026842394 0.38771537417510954 0.11849550678842921 0.2630002772401054 0.12063652244177864 0.3367433558864067 -0.033044449674421876 0.001768326455936664 -0.16198644753222954 0.1359681545649087 -0.07886856466752588 -0.19084914207867137 0.35668997678221726 0.024329729466363362 0.11171084287958365 -0.24499917199103818 0.19145043247901236 0.1338668824000907 0.10567498502449726 0.017020910480753593 0.47171091044883334 -0.3108637535109958 -0.540982563091725 0.09454103654588082 -0.010099589954095335 0.117944889217023 -0.0397074075866162 0.200746828362302 -0.6133101088586309 0.07940494376205884 -0.2797108086728879 0.13765477848030794 -0.18381725656209338 -0.08830560511116953 0.8040218972040546 -0.08378398868036481 -1.8011753424312436 -0.16180431519367267 -0.15119778291123132 1.316189336464791 0.3597488942142302 -0.337775000390884 0.36625706689322407 -0.03743222904489415 0.14537176037804736 0.08587394845198654 0.10250894543826067 0.054126885304876735 -0.04749541998973338 0.15917569930787334 -0.028412743974784802 -0.2782548280030835 -0.2095726621326511 0.020332530266078536 -0.12785475019216505 0.3295672685910113 0.07772154498360609 0.113805851163389 0.04509940006098861 -0.350187860962883 -0.15041662498691163 0.482338467923319 0.10686946442066353 -0.37412558331192 0.1289275439796916 -0.876894269457876 -0.0766157611796033 0.08440671763683454 -0.1575182209090504 -0.005969102320366444 -0.08062901379773252 -0.09503402662945151 0.2068969344679793 -0.41566414397576384 0.10154017313370825 -0.5769911945676429 0.06658008249363268 0.029713040936141345 0.03566189052991744 0.6570324839894682 -0.11942754308446699
9vg5f,-0.009399386376590725 -0.14975779980918566 0.321285935878645 -0.09306467221479506 -0.006842335013945651 0.07094714154140315 -0.04526280212723149 0.3550147172755185 -0.27032426834346335 -2.880235696005452e-05 0.42389651465700645 0.005986139148761441 0.06716151104344928 -0.06201972119928923 0.36712337481030893 -0.31428501159113714 -0.03876745355964 0.05660104606297543 -0.25310027041434396 0.15711806744361806 0.4379222493591508 0.02297494513377604 0.24491506071833147 0.014439880548236961 0.3450426510475087 -0.0470708262119504 -0.05780346037265337 -0.1816034367933001 0.08067196825706138 -0.027659255611574656 -0.20107077612456367 0.2852357474043688 0.03218704446264653 0.14376080757887405 -0.2284075567465756 0.12890065747541873 0.21745492131651392 0.07793616167924593 -0.030496670491787232 0.41768686713346026 -0.2574535894546525 -0.43256619258640355 0.12515225791426232 0.027405496460267544 0.1418749367115149 -0.050626462998078645 0.12465320325287545 -0.5009169114123154 0.1224047637739268 -0.2572761900089566 0.08833826444027275 -0.17900521593323832 0.00784870011531708 0.7539262870113974 -0.02538320716509447 -1.5739383773805784 -0.1743330944023566 -0.16239306850314028 1.1525436125845636 0.4109067930057228 -0.24347481141441463 0.3884352856755984 0.00851114001316479 0.19207272660805502 0.10337743885863251 0.1665993065587923 0.12456659743723232 0.03151123542490057 0.20954216177225937 -0.042235047715951296 -0.2588485418433222 -0.22387701433473237 0.03066940118638111 -0.16680571273263053 0.31962558999664653 0.07239332384054764 0.14365682396630752 0.02236446405468997 -0.2896483500058406 -0.1452566412115573 0.4447408046816541 0.13574906306780973 -0.27130515404686656 0.10933970007482996 -0.7436683652289774 0.09172281905444105 0.09595312897232398 -0.20139932421840565 0.08900752669412172 -0.06324084372109526 -0.08307387196516276 0.19245984012611725 -0.43162465959710683 0.15966127401786506 -0.5526589783627093 0.06972245193204336 0.14409025028160574 -0.03252887414299699 0.6704559364562509 -0.09918688110460845
9vg5c,-0.02543168005800413 -0.11579802109415731 0.3490487260576718 -0.0037791398411774996 0.039979950434045036 0.07205998582611955 -0.06407114222417269 0.3917930163936125 -0.3209550307278227 0.0059262112220830635 0.40592022594212146 0.04981913985677957 0.09443354196590258 -0.06118335853241386 0.3459318260830149 -0.3262608695955013 -0.033084171063831935 0.038705124391246695 -0.23596762576814762 0.16886022196729739 0.42664668895304636 0.06785883973488417 0.27531507698871543 0.09634349168559092 0.285485904050489 -0.05376174643259054 -0.0024209092865451263 -0.14851650601629626 0.08539427218612393 -0.0866088799770712 -0.19420662696960686 0.2924395840142316 -0.013685312648011056 0.11267054922522315 -0.22570465430298625 0.13656829028081854 0.1816308164234958 0.05106752403844212 0.001769375996702063 0.4303881777831896 -0.2941010406970837 -0.45606443925298096 0.08108714698190225 -0.011930968257306033 0.1656794663887128 -0.033133849563535774 0.18656431810306423 -0.5124656728844758 0.07127931774782535 -0.20601423818295153 0.08105945287835639 -0.16046434249426464 -0.058994206551190004 0.7865745826539806 -0.0707533489781963 -1.6141251150471616 -0.10391394394129284 -0.16469652501415377 1.2083749126025052 0.35472549154232463 -0.29606748076880723 0.3071615112442747 0.014283013240557014 0.1929722402108722 0.10753977248438598 0.14149445753873208 0.08721502491122766 -0.04646762900390764 0.267042447795815 -0.04487846525069643 -0.25648566796714395 -0.21940610468921343 0.034170647788601356 -0.1274369423262247 0.30609829678983697 0.0886602202981462 0.11944501460340538 0.06891807212712711 -0.3120651686011085 -0.166155342841356 0.4718768339671898 0.11374128155306734 -0.2810134607820394 0.12753717398419634 -0.7881481315274833 0.045768445889918574 0.07501846495872562 -0.23296944835156086 0.01890101648623528 -0.028154835127221896 -0.09273286357633577 0.19058738926716484 -0.46052876719864555 0.11846490543673628 -0.5428757818208234 0.08754837005762146 0.10885502747044869 0.01711997761618609 0.6765964032549178 -0.08742879312622368
9vg58,-0.03899719285839353 -0.12769870600183258 0.3522297912656915 -0.0457498599103591 0.009983036150744827 0.05152584464135103 -0.04021778648994222 0.3938400109086445 -0.3098228182589516 -0.03165989001729349 0.44362657428115015 -0.014881540200308043 0.040553065906146255 -0.08791007937514372 0.3856275618559148 -0.32300207208491294 -0.010356986287176103 0.027933544437689563 -0.2421401916198459 0.18390314117331927 0.39693845578452813 0.08504780702010095 0.2815648963498359 0.05462246048484946 0.30924245827884855 -0.017795908236352857 -0.05875694668049816 -0.17776648537993425 0.07425357814419825 -0.04058755839120114 -0.2128966969049983 0.3262697238209835 0.014969919921095245 0.10241118090438409 -0.17663137889534591 0.16627153948388929 0.18877115829819247 0.10671559810567896 0.0038991610828472624 0.4224053729933607 -0.29414858316922077 -0.4810681485519135 0.06693659070467783 -0.0018917457147392413 0.20294712191906514 -0.01558622710327316 0.1419014914464888 -0.5651742973643937 0.14335436149598962 -0.22167259716641005 0.04924900141490308 -0.1805777289449462 -0.03026217331682909 0.7685945593106579 -0.017403396489778247 -1.655206702648668 -0.11241152856393406 -0.1261226682535164 1.1772073734819724 0.4010439798357593 -0.30452973056727867 0.37212268817745575 0.014878890319707893 0.20801312187822787 0.1127433797349941 0.11434539399635185 0.14070666674817492 0.0051006477710461495 0.2841332266312932 -0.05054794237680412 -0.2518148596015587 -0.17252597971875286 0.03955678302823565 -0.1713894898924463 0.32781990665976696 0.09137193189934804 0.16722125203530425 0.031497532337674265 -0.30292244308346983 -0.08490737686475869 0.435934304458587 0.10677539394145205 -0.3062534114908909 0.11386026301827933 -0.7522631443090311 0.050103746264778835 0.07128483024058703 -0.2099469810973879 0.12112630664580437 -0.041833060249419234 -0.13479611239580744 0.2125334824353936 -0.4218615803569008 0.13858363580010938 -0.5055853973546446 0.0679885050483607 0.060832654920347035 -0.09008979975033791 0.6660800097135463 -0.12065021259616109
9vfgz,-0.07450983657673595 -0.01774226846528085 0.24467497248759154 0.0978072274952086 0.06360671480171015 0.05938918450538112 -0.06457943137254903 0.33788207172834045 -0.4303593674873459 0.06159094197257851 0.41707330936360504 -0.02641724836601307 0.1465138495749177 0.022336437785640578 0.3442232904565335 -0.36540935527544355 -0.031134744053761845 -0.032153208688387634 -0.260437012924468 0.17669151218733103 0.41360912854685733 0.054180571714826285 0.39641480454076367 0.14241170664406114 0.3763747811686078 -0.14149703019804416 -0.07903164285714286 -0.19596516103985454 0.024815289154258194 -0.015886495601749456 -0.26058259911297854 0.22362630288957686 0.025541503685684797 0.09078119113961375 -0.18358691428571436 0.1449690390928301 0.1929855170032925 0.18073189176372303 -0.011750450862450232 0.3691189274902944 -0.3038997895228267 -0.44804150533195736 0.12193687286844562 -0.13593343571305713 0.27975019263845885 0.038206735957540906 0.15862872138680037 -0.5291327888176323 0.15701680659688438 -0.13159976785100005 0.124156468288368 -0.16602079900732225 -0.0597104486952676 0.8429040589463854 -0.17366981996658315 -1.8991898082215337 -0.1501124542208462 -0.13672796009631924 1.247810963192294 0.3237457564990908 -0.32951556608187144 0.34043734832178485 -0.07797747697675562 0.25975730224335347 0.15501760568086884 0.09643001384834637 0.05798861452405524 -0.10328437839697284 0.33007352645584553 -0.041619642975084775 -0.3113552821023146 -0.11807447201336675 0.04152721472799647 -0.1636115868347339 0.3566314468794536 -0.0650151011204482 0.1653267452036955 0.08215326608187133 -0.305764427244582 -0.09591369449850114 0.41330406426605726 0.1102019957737481 -0.32365132276278935 0.20481965356528578 -0.9296204933166248 -0.10076537373826723 -0.04045095180107131 -0.19755091461496876 0.1463032854440022 0.02365197530591184 -0.19231175526561503 0.196097003071404 -0.36151913656690743 0.1922948951299818 -0.5822892922748047 0.04174107391026587 0.04619065691188757 -0.06165653103346602 0.7288374013710749 -0.0903288264042459
9vghh,0.018879784402399583 -0.18786196485779114 0.3914438553350376 -0.12645247501442894 0.021927332312290958 0.06021700624007427 0.04592694471510163 0.39940035394118695 -0.38233078626019074 0.03049498083249385 0.342139262163786 -0.05265151183875946 0.13763796015639154 -0.09234957248429984 0.3182545754022963 -0.37554508380219476 -0.006620686470323841 0.04635675936102987 -0.26996834091093785 0.14347896835908294 0.44515557811630097 0.1412737329042186 0.18189871121683893 0.0872857320262777 0.3081990096395266 0.026859128121608684 -0.02658837741990231 -0.2043181604776893 0.0410789510199511 -0.017341652549586584 -0.22665156820893625 0.2652231934225999 0.00695806015162638 0.1614550773430939 -0.22656060808132583 0.08709070499738401 0.15843662045957901 0.07657588053734551 0.02088062897760182 0.4717021173925251 -0.2938212576877889 -0.4793069527162731 0.02303056086091147 -0.009038778753402173 0.21010668897607995 -0.04507416009565763 0.2900519256032659 -0.5666685827256953 0.1379717475267465 -0.20149402781335382 0.07311086480574379 -0.17961373805651948 -0.004928789229388877 0.6307088638209237 -0.017111152336920964 -1.7108021301408742 -0.1890137195362691 -0.24444927541613262 1.3205334576780263 0.36072517494880385 -0.32524418834121677 0.3489656608643784 -0.0062284376012451724 0.09238893973129775 0.07662514134084471 0.10334304018499761 0.08237876939461641 0.01721757305250474 0.14905887911874163 0.05538036250357552 -0.2580453379641262 -0.22425834300582248 -0.011692640677525757 -0.0967695184265127 0.38216041986450977 0.04093345073242984 0.16470324024101407 0.06666478505471003 -0.3302526546720738 -0.1172778792898537 0.40602105714570635 0.14465395847551507 -0.4041828502354862 0.1771391748635028 -0.7994710361758052 0.00895668626745483 0.058328973250189556 -0.20903866166241014 0.13948184741125677 0.0015607268357530999 -0.12656318408688116 0.18814920120325773 -0.41666130568594256 0.1303290576770027 -0.6379646698598537 0.10298694453776028 0.05600245668197951 0.008494486446723884 0.7801399267476509 -0.10094087395925824
9vg5z,-0.009170678043844789 -0.09041126524534866 0.3800635875427494 0.036702450677372885 0.08318440111629072 0.0409839618437494 -0.047499323175491895 0.42515606303871406 -0.303382411138676 0.01652188441527184 0.43853568216747063 0.06454268033266715 0.1025815270058068 0.005076031486380018 0.46808486274266053 -0.27121333526187996 -0.05181364222487936 -0.032692738418122445 -0.23208657610411 0.12661586398020439 0.37429406359407774 0.0850960883776701 0.2698990275274019 0.13795747144885945 0.2410648609076049 -0.09675600394443974 0.0641519639847088 -0.11057463068134882 0.18129887435040126 -0.07231312632255239 -0.15163915854517798 0.27357890072441415 -0.027012111026354528 0.03151358169392952 -0.21282730872158287 0.11340308033951489 0.18437664865151657 -0.017932506675781522 -0.010353181981155247 0.39911682131982673 -0.29718513686953985 -0.5064978496870263 0.07595131518456515 -0.041480066668796105 0.17189760231784357 -0.026592732843960108 0.1694127193059757 -0.5143840690104375 0.061903486586562965 -0.1853753044212527 0.047377672494537795 -0.15031264177010542 -0.10878326522526416 0.7693716261490726 -0.10767177399763173 -1.6655902088016568 -0.12282175937599736 -0.19208137357988975 1.2020759512016412 0.38064662447719694 -0.34723692835443165 0.31890096097747384 -0.01124378821802326 0.15015968937426166 0.09181483899238432 0.15209676188653085 -0.04332537852037775 -0.044829017481299575 0.24179591949597595 -0.03773030326013763 -0.25702986474890976 -0.2056138395376375 0.0636931404811623 -0.10093939730494773 0.3414321816339206 0.02546349644344535 0.11454374382724297 0.08208609353497244 -0.33409446361244977 -0.21744327780546763 0.4848798905082995 0.07289421739576013 -0.33399422659566647 0.08390479260063687 -0.7877434921526807 -0.05277250396361097 0.0013467113722634828 -0.15201819762120697 0.05138228181468536 0.020584976629648997 -0.0626040662039497 0.2383731143287665 -0.39714774323968854 0.14674407339222534 -0.5338778449959987 0.09236257777229528 0.0544262444929042 0.019939352452762803 0.6196985628180108 -0.03828554238427614
